date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend
2025-01-21,SKU-100258,South,36.0,33.64,0,0,0,0.59,2025,1,1,4,1,2025-W04,0
2024-10-20,SKU-100259,East,29.0,33.46,0,0,0,-0.91,2024,10,4,42,6,2024-W42,1
2025-02-21,SKU-100260,North,63.0,92.89,0,0,0,0.39,2025,2,1,8,4,2025-W08,0
2024-07-30,SKU-100261,East,80.0,179.37,0,1,0,0.17,2024,7,3,31,1,2024-W31,0
2025-01-10,SKU-100262,West,40.0,43.92,1,0,0,1.68,2025,1,1,2,4,2025-W02,0
2024-08-23,SKU-100263,West,25.0,149.24,0,0,0,0.31,2024,8,3,34,4,2024-W34,0
2024-09-12,SKU-100264,East,57.0,43.57,0,0,0,0.51,2024,9,3,37,3,2024-W37,0
2025-05-09,SKU-100265,West,42.0,124.36,0,0,0,-0.71,2025,5,2,19,4,2025-W19,0
2024-11-16,SKU-100266,North,40.0,32.15,1,0,0,0.11,2024,11,4,46,5,2024-W46,1
2025-04-24,SKU-100267,East,48.0,31.96,0,0,0,1.78,2025,4,2,17,3,2025-W17,0
2025-06-19,SKU-100268,East,40.0,130.52,0,0,0,-0.97,2025,6,2,25,3,2025-W25,0
2024-10-07,SKU-100269,West,30.0,33.99,0,0,0,-0.41,2024,10,4,41,0,2024-W41,0
2025-05-08,SKU-100270,South,68.0,43.71,0,0,0,-0.41,2025,5,2,19,3,2025-W19,0
2025-02-27,SKU-100271,North,47.0,190.12,0,0,1,0.41,2025,2,1,9,3,2025-W09,0
2025-02-06,SKU-100272,South,61.0,173.95,0,0,0,-0.69,2025,2,1,6,3,2025-W06,0
2025-04-02,SKU-100273,West,66.0,90.69,0,0,0,0.04,2025,4,2,14,2,2025-W14,0
2025-06-14,SKU-100274,South,26.0,132.12,0,0,0,-0.38,2025,6,2,24,5,2025-W24,1
2024-11-18,SKU-100275,East,52.0,45.06,1,0,0,-0.47,2024,11,4,47,0,2024-W47,0
2024-10-15,SKU-100276,West,34.0,197.45,0,0,0,0.67,2024,10,4,42,1,2024-W42,0
2024-10-19,SKU-100277,North,30.0,93.26,0,0,0,0.9,2024,10,4,42,5,2024-W42,1
2024-07-31,SKU-100278,West,70.0,191.86,0,1,0,0.17,2024,7,3,31,2,2024-W31,0
2024-10-12,SKU-100279,East,36.0,152.04,0,0,0,-1.79,2024,10,4,41,5,2024-W41,1
2025-06-11,SKU-100280,West,56.0,190.44,0,0,0,1.1,2025,6,2,24,2,2025-W24,0
2025-06-08,SKU-100281,North,49.0,91.42,0,0,0,0.14,2025,6,2,23,6,2025-W23,1
2025-07-06,SKU-100282,South,39.0,91.16,0,0,0,0.18,2025,7,3,27,6,2025-W27,1
2025-03-12,SKU-100283,North,33.0,85.46,0,0,0,0.95,2025,3,1,11,2,2025-W11,0
2025-04-27,SKU-100284,West,36.0,100.62,0,0,0,0.42,2025,4,2,17,6,2025-W17,1
2024-09-12,SKU-100285,North,54.0,196.77,0,0,0,0.51,2024,9,3,37,3,2024-W37,0
2024-09-16,SKU-100286,East,50.0,42.76,0,0,0,0.75,2024,9,3,38,0,2024-W38,0
2024-09-27,SKU-100287,South,41.0,199.56,0,0,0,0.36,2024,9,3,39,4,2024-W39,0
2025-02-03,SKU-100288,South,59.0,75.92,0,0,0,-0.43,2025,2,1,6,0,2025-W06,0
2024-11-29,SKU-100289,North,28.0,81.98,1,0,0,0.9,2024,11,4,48,4,2024-W48,0
2024-08-24,SKU-100290,West,55.0,42.38,0,0,0,1.51,2024,8,3,34,5,2024-W34,1
2024-08-17,SKU-100291,East,47.0,160.46,0,0,0,0.48,2024,8,3,33,5,2024-W33,1
2025-04-16,SKU-100292,West,49.0,32.92,0,0,0,0.87,2025,4,2,16,2,2025-W16,0
2024-12-15,SKU-100293,West,50.0,193.51,1,0,0,0.22,2024,12,4,50,6,2024-W50,1
2024-08-26,SKU-100294,West,47.0,185.76,0,0,0,-2.09,2024,8,3,35,0,2024-W35,0
2024-10-19,SKU-100295,South,39.0,180.28,0,0,0,1.67,2024,10,4,42,5,2024-W42,1
2025-02-16,SKU-100296,West,38.0,131.78,0,0,0,0.0,2025,2,1,7,6,2025-W07,1
2024-08-04,SKU-100297,East,34.0,176.0,0,1,1,1.77,2024,8,3,31,6,2024-W31,1
2025-03-07,SKU-100298,South,35.0,148.38,0,0,0,0.42,2025,3,1,10,4,2025-W10,0
2025-03-22,SKU-100299,North,30.0,42.18,0,0,0,-0.48,2025,3,1,12,5,2025-W12,1
2024-09-27,SKU-100300,East,34.0,32.07,0,0,0,0.82,2024,9,3,39,4,2024-W39,0
2025-02-05,SKU-100301,South,41.0,123.49,0,0,0,-0.01,2025,2,1,6,2,2025-W06,0
2024-08-15,SKU-100302,South,56.0,199.57,0,0,0,0.35,2024,8,3,33,3,2024-W33,0
2024-10-11,SKU-100303,East,44.0,30.79,0,0,0,-0.52,2024,10,4,41,4,2024-W41,0
2025-04-16,SKU-100304,North,61.0,157.29,0,0,0,0.87,2025,4,2,16,2,2025-W16,0
2025-05-08,SKU-100305,North,59.0,31.2,0,0,0,-0.11,2025,5,2,19,3,2025-W19,0
2024-10-23,SKU-100306,South,21.0,138.52,0,0,0,-0.49,2024,10,4,43,2,2024-W43,0
2025-05-25,SKU-100307,South,44.0,175.3,0,0,0,-0.58,2025,5,2,21,6,2025-W21,1
2025-05-04,SKU-100308,West,67.0,74.37,0,0,0,1.25,2025,5,2,18,6,2025-W18,1
2025-03-24,SKU-100309,East,43.0,138.08,0,0,1,-1.16,2025,3,1,13,0,2025-W13,0
2024-09-02,SKU-100310,West,42.0,198.42,0,0,0,-0.38,2024,9,3,36,0,2024-W36,0
2024-08-20,SKU-100311,East,54.0,72.76,0,0,0,-0.43,2024,8,3,34,1,2024-W34,0
2025-04-14,SKU-100312,South,60.0,76.44,0,0,0,0.7,2025,4,2,16,0,2025-W16,0
2025-05-30,SKU-100313,South,35.0,105.93,0,0,0,0.86,2025,5,2,22,4,2025-W22,0
2025-01-03,SKU-100314,South,41.0,157.24,1,0,0,0.55,2025,1,1,1,4,2025-W01,0
2024-10-23,SKU-100315,North,30.0,157.92,0,0,0,-0.91,2024,10,4,43,2,2024-W43,0
2024-10-19,SKU-100316,West,34.0,158.92,0,0,0,-1.28,2024,10,4,42,5,2024-W42,1
2024-11-30,SKU-100317,West,25.0,151.87,1,0,0,0.9,2024,11,4,48,5,2024-W48,1
2024-09-20,SKU-100318,East,26.0,159.69,0,0,0,-3.5,2024,9,3,38,4,2024-W38,0
2025-04-29,SKU-100319,East,30.0,154.23,0,0,0,0.42,2025,4,2,18,1,2025-W18,0
2025-06-29,SKU-100320,North,61.0,79.75,0,0,1,0.11,2025,6,2,26,6,2025-W26,1
2025-01-03,SKU-100321,East,59.0,146.18,1,0,0,0.55,2025,1,1,1,4,2025-W01,0
2024-10-20,SKU-100322,South,48.0,44.01,0,0,0,1.67,2024,10,4,42,6,2024-W42,1
2024-09-07,SKU-100323,North,45.0,179.43,0,0,0,0.39,2024,9,3,36,5,2024-W36,1
2024-11-06,SKU-100324,South,26.0,122.44,0,0,0,0.14,2024,11,4,45,2,2024-W45,0
2024-08-12,SKU-100325,South,27.0,127.78,0,1,0,-1.09,2024,8,3,33,0,2024-W33,0
2024-08-14,SKU-100326,North,33.0,186.98,0,0,0,-0.44,2024,8,3,33,2,2024-W33,0
2024-09-12,SKU-100327,South,35.0,159.34,0,0,0,-2.08,2024,9,3,37,3,2024-W37,0
2024-07-30,SKU-100328,West,35.0,104.78,0,1,0,1.8,2024,7,3,31,1,2024-W31,0
2025-03-22,SKU-100329,South,35.0,126.35,0,0,0,1.44,2025,3,1,12,5,2025-W12,1
2025-03-17,SKU-100330,North,38.0,152.27,0,0,0,-0.53,2025,3,1,12,0,2025-W12,0
2024-10-31,SKU-100331,North,38.0,169.39,0,0,0,0.01,2024,10,4,44,3,2024-W44,0
2024-10-10,SKU-100332,East,23.0,153.74,0,0,0,0.54,2024,10,4,41,3,2024-W41,0
2025-04-07,SKU-100333,South,51.0,34.11,0,0,0,1.23,2025,4,2,15,0,2025-W15,0
2024-08-10,SKU-100334,West,45.0,195.12,0,1,0,0.2,2024,8,3,32,5,2024-W32,1
2024-11-22,SKU-100335,East,59.0,44.52,1,0,0,0.07,2024,11,4,47,4,2024-W47,0
2025-04-01,SKU-100336,North,46.0,155.47,0,0,0,-0.29,2025,4,2,14,1,2025-W14,0
2024-09-21,SKU-100337,North,25.0,125.57,0,0,0,-3.5,2024,9,3,38,5,2024-W38,1
2025-05-23,SKU-100338,North,67.0,42.56,0,0,0,-1.69,2025,5,2,21,4,2025-W21,0
2025-03-25,SKU-100339,West,39.0,127.0,0,0,0,1.04,2025,3,1,13,1,2025-W13,0
2025-06-16,SKU-100340,East,28.0,132.01,0,0,0,1.66,2025,6,2,25,0,2025-W25,0
2024-08-07,SKU-100341,West,21.0,83.05,0,1,0,-0.09,2024,8,3,32,2,2024-W32,0
2025-05-21,SKU-100342,North,56.0,197.99,0,0,0,-1.26,2025,5,2,21,2,2025-W21,0
2024-12-06,SKU-100343,North,22.0,82.24,1,0,0,0.37,2024,12,4,49,4,2024-W49,0
2025-06-07,SKU-100344,South,54.0,163.66,0,0,0,1.89,2025,6,2,23,5,2025-W23,1
2024-08-31,SKU-100345,North,72.0,188.74,0,0,0,0.21,2024,8,3,35,5,2024-W35,1
2025-05-26,SKU-100346,East,26.0,108.93,0,0,0,0.64,2025,5,2,22,0,2025-W22,0
2025-05-31,SKU-100347,West,31.0,155.07,0,0,0,0.86,2025,5,2,22,5,2025-W22,1
2024-12-04,SKU-100348,West,64.0,192.09,1,0,0,1.54,2024,12,4,49,2,2024-W49,0
2024-07-24,SKU-100349,South,66.0,180.52,0,1,0,0.0,2024,7,3,30,2,2024-W30,0
2025-02-09,SKU-100350,West,49.0,168.06,0,0,0,-0.69,2025,2,1,6,6,2025-W06,1
2025-05-10,SKU-100351,North,69.0,78.83,0,0,0,-0.11,2025,5,2,19,5,2025-W19,1
2025-04-28,SKU-100352,South,25.0,131.4,0,0,0,0.86,2025,4,2,18,0,2025-W18,0
2024-09-25,SKU-100353,East,62.0,42.83,0,0,0,1.38,2024,9,3,39,2,2024-W39,0
2025-02-12,SKU-100354,West,50.0,162.74,0,0,0,0.26,2025,2,1,7,2,2025-W07,0
2025-06-12,SKU-100355,South,40.0,34.52,0,0,0,1.3,2025,6,2,24,3,2025-W24,0
2025-06-23,SKU-100356,North,63.0,95.18,0,0,0,0.31,2025,6,2,26,0,2025-W26,0
2025-01-09,SKU-100357,South,63.0,90.33,1,0,0,-0.27,2025,1,1,2,3,2025-W02,0
2024-12-04,SKU-100358,North,31.0,104.17,1,0,0,1.54,2024,12,4,49,2,2024-W49,0
2025-06-21,SKU-100359,West,43.0,184.87,0,0,0,-0.16,2025,6,2,25,5,2025-W25,1
2024-10-20,SKU-100360,South,26.0,104.01,0,0,0,-0.23,2024,10,4,42,6,2024-W42,1
2024-10-28,SKU-100361,South,52.0,195.04,0,0,0,-1.08,2024,10,4,44,0,2024-W44,0
2024-11-15,SKU-100362,West,35.0,32.34,0,0,0,-0.4,2024,11,4,46,4,2024-W46,0
2024-07-31,SKU-100363,North,46.0,167.99,0,1,0,0.21,2024,7,3,31,2,2024-W31,0
2024-12-23,SKU-100364,North,40.0,78.48,1,0,0,0.67,2024,12,4,52,0,2024-W52,0
2024-08-17,SKU-100365,West,44.0,42.75,0,0,0,-0.44,2024,8,3,33,5,2024-W33,1
2024-07-17,SKU-100366,West,56.0,154.62,0,1,0,-1.1,2024,7,3,29,2,2024-W29,0
2025-06-11,SKU-100367,North,41.0,190.3,0,0,0,-0.56,2025,6,2,24,2,2025-W24,0
2024-12-28,SKU-100368,East,28.0,159.08,1,0,0,0.42,2024,12,4,52,5,2024-W52,1
2025-04-21,SKU-100369,West,77.0,187.54,0,0,0,-1.75,2025,4,2,17,0,2025-W17,0
2024-08-09,SKU-100370,East,53.0,175.07,0,1,0,0.4,2024,8,3,32,4,2024-W32,0
2025-06-09,SKU-100371,West,44.0,183.25,0,0,0,0.73,2025,6,2,24,0,2025-W24,0
2025-06-10,SKU-100372,East,69.0,200.78,0,0,0,-0.09,2025,6,2,24,1,2025-W24,0
2024-10-24,SKU-100373,North,42.0,187.37,0,0,0,2.2,2024,10,4,43,3,2024-W43,0
2025-05-06,SKU-100374,North,19.0,121.19,0,0,0,0.62,2025,5,2,19,1,2025-W19,0
2025-03-15,SKU-100375,West,33.0,131.89,0,0,0,0.07,2025,3,1,11,5,2025-W11,1
2025-06-06,SKU-100376,North,36.0,123.19,0,0,0,1.24,2025,6,2,23,4,2025-W23,0
2024-12-26,SKU-100377,North,34.0,136.57,1,0,0,-0.68,2024,12,4,52,3,2024-W52,0
2025-04-20,SKU-100378,West,62.0,198.04,0,0,0,-0.24,2025,4,2,16,6,2025-W16,1
2025-02-04,SKU-100379,East,62.0,177.19,0,0,0,-0.29,2025,2,1,6,1,2025-W06,0
2025-02-08,SKU-100380,North,70.0,186.12,0,0,0,-0.01,2025,2,1,6,5,2025-W06,1
2025-01-31,SKU-100381,South,30.0,88.66,0,0,0,1.21,2025,1,1,5,4,2025-W05,0
2025-03-01,SKU-100382,North,63.0,42.13,0,0,0,0.58,2025,3,1,9,5,2025-W09,1
2024-12-12,SKU-100383,South,53.0,75.85,1,0,0,-0.17,2024,12,4,50,3,2024-W50,0
2025-06-08,SKU-100384,North,52.0,40.91,0,0,0,1.37,2025,6,2,23,6,2025-W23,1
2025-01-15,SKU-100385,South,23.0,104.57,1,0,0,1.68,2025,1,1,3,2,2025-W03,0
2024-09-24,SKU-100386,East,39.0,32.05,0,0,0,0.28,2024,9,3,39,1,2024-W39,0
2024-11-09,SKU-100387,West,43.0,32.03,0,0,0,0.14,2024,11,4,45,5,2024-W45,1
2025-02-18,SKU-100388,East,57.0,31.02,0,0,0,0.13,2025,2,1,8,1,2025-W08,0
2025-06-10,SKU-100389,East,49.0,167.6,0,0,0,0.73,2025,6,2,24,1,2025-W24,0
2025-02-08,SKU-100390,East,66.0,195.54,0,0,0,-1.23,2025,2,1,6,5,2025-W06,1
2025-07-10,SKU-100391,North,46.0,32.43,0,0,0,-0.01,2025,7,3,28,3,2025-W28,0
2024-09-25,SKU-100392,East,22.0,149.97,0,0,0,-0.27,2024,9,3,39,2,2024-W39,0
2024-10-22,SKU-100393,South,24.0,190.26,0,0,0,-1.28,2024,10,4,43,1,2024-W43,0
2025-02-24,SKU-100394,West,52.0,157.55,0,0,0,0.69,2025,2,1,9,0,2025-W09,0
2024-08-13,SKU-100395,South,28.0,151.25,0,1,0,0.2,2024,8,3,33,1,2024-W33,0
2025-01-25,SKU-100396,North,33.0,121.38,0,0,0,0.02,2025,1,1,4,5,2025-W04,1
2025-07-07,SKU-100397,North,57.0,176.87,0,0,0,0.18,2025,7,3,28,0,2025-W28,0
2025-04-24,SKU-100398,North,56.0,31.32,0,0,0,-0.05,2025,4,2,17,3,2025-W17,0
2024-11-29,SKU-100399,East,52.0,75.7,1,0,0,-0.46,2024,11,4,48,4,2024-W48,0
2025-01-17,SKU-100400,North,51.0,32.66,0,0,0,0.03,2025,1,1,3,4,2025-W03,0
2024-12-08,SKU-100401,West,34.0,180.88,1,0,0,0.37,2024,12,4,49,6,2024-W49,1
2024-12-30,SKU-100402,South,57.0,202.44,1,0,0,-0.87,2024,12,4,1,0,2025-W01,0
2025-07-07,SKU-100403,West,65.0,154.41,0,0,0,0.18,2025,7,3,28,0,2025-W28,0
2025-05-10,SKU-100404,East,75.0,73.95,0,0,0,1.47,2025,5,2,19,5,2025-W19,1
2025-03-13,SKU-100405,West,65.0,203.7,0,0,1,1.22,2025,3,1,11,3,2025-W11,0
2025-03-09,SKU-100406,West,65.0,170.4,0,0,0,-1.41,2025,3,1,10,6,2025-W10,1
2024-11-27,SKU-100407,South,43.0,188.19,1,0,0,-0.61,2024,11,4,48,2,2024-W48,0
2024-11-04,SKU-100408,South,42.0,174.02,0,0,0,0.01,2024,11,4,45,0,2024-W45,0
2025-07-15,SKU-100409,North,54.0,180.02,0,0,0,-0.77,2025,7,3,29,1,2025-W29,0
2025-01-18,SKU-100410,North,48.0,167.91,0,0,0,0.03,2025,1,1,3,5,2025-W03,1
2024-08-28,SKU-100411,South,21.0,132.37,0,0,0,-0.15,2024,8,3,35,2,2024-W35,0
2024-09-12,SKU-100412,West,38.0,33.31,0,0,0,1.1,2024,9,3,37,3,2024-W37,0
2024-09-01,SKU-100413,West,29.0,186.21,0,0,0,-1.8,2024,9,3,35,6,2024-W35,1
2025-05-30,SKU-100414,West,33.0,136.97,0,0,0,-0.58,2025,5,2,22,4,2025-W22,0
2025-06-10,SKU-100415,South,38.0,190.79,0,0,0,1.89,2025,6,2,24,1,2025-W24,0
2025-07-17,SKU-100416,North,33.0,159.06,0,0,0,-0.05,2025,7,3,29,3,2025-W29,0
2025-04-04,SKU-100417,South,41.0,132.28,0,0,0,-0.29,2025,4,2,14,4,2025-W14,0
2025-04-18,SKU-100418,East,57.0,176.73,0,0,0,0.7,2025,4,2,16,4,2025-W16,0
2025-01-13,SKU-100419,South,36.0,137.89,1,0,1,-1.26,2025,1,1,3,0,2025-W03,0
2024-08-16,SKU-100420,South,56.0,73.64,0,1,0,-1.09,2024,8,3,33,4,2024-W33,0
2025-02-01,SKU-100421,East,27.0,124.65,0,0,0,-0.12,2025,2,1,5,5,2025-W05,1
2024-09-06,SKU-100422,East,44.0,167.66,0,0,0,0.42,2024,9,3,36,4,2024-W36,0
2024-10-05,SKU-100423,South,29.0,124.86,0,0,0,-0.69,2024,10,4,40,5,2024-W40,1
2024-12-26,SKU-100424,South,29.0,125.58,1,0,0,0.76,2024,12,4,52,3,2024-W52,0
2025-06-22,SKU-100425,North,71.0,184.61,0,0,0,1.12,2025,6,2,25,6,2025-W25,1
2024-08-09,SKU-100426,East,65.0,155.95,0,1,1,1.77,2024,8,3,32,4,2024-W32,0
2025-02-23,SKU-100427,West,75.0,45.03,0,0,0,-2.06,2025,2,1,8,6,2025-W08,1
2025-02-03,SKU-100428,East,57.0,41.23,0,0,0,1.58,2025,2,1,6,0,2025-W06,0
2025-06-06,SKU-100429,West,49.0,163.11,0,0,0,-0.6,2025,6,2,23,4,2025-W23,0
2024-12-29,SKU-100430,North,51.0,91.53,1,0,0,-0.82,2024,12,4,52,6,2024-W52,1
2025-02-04,SKU-100431,North,69.0,163.83,0,0,0,2.0,2025,2,1,6,1,2025-W06,0
2025-03-23,SKU-100432,South,50.0,33.94,0,0,0,1.6,2025,3,1,12,6,2025-W12,1
2024-11-22,SKU-100433,North,41.0,155.13,1,0,0,1.48,2024,11,4,47,4,2024-W47,0
2025-06-16,SKU-100434,West,29.0,187.48,0,0,0,1.3,2025,6,2,25,0,2025-W25,0
2024-08-16,SKU-100435,West,27.0,102.79,0,1,0,1.24,2024,8,3,33,4,2024-W33,0
2025-01-13,SKU-100436,East,48.0,188.07,1,0,0,-0.27,2025,1,1,3,0,2025-W03,0
2025-03-05,SKU-100437,South,29.0,129.69,0,0,0,0.71,2025,3,1,10,2,2025-W10,0
2024-11-19,SKU-100438,West,57.0,43.95,1,0,0,-0.07,2024,11,4,47,1,2024-W47,0
2024-11-30,SKU-100439,North,48.0,119.4,1,0,0,0.68,2024,11,4,48,5,2024-W48,1
2024-09-30,SKU-100440,East,49.0,91.18,0,0,0,-0.94,2024,9,3,40,0,2024-W40,0
2024-12-16,SKU-100441,North,55.0,169.3,1,0,1,1.25,2024,12,4,51,0,2024-W51,0
2025-01-23,SKU-100442,West,47.0,195.87,0,0,0,-0.22,2025,1,1,4,3,2025-W04,0
2024-07-23,SKU-100443,South,51.0,73.29,0,1,0,-0.31,2024,7,3,30,1,2024-W30,0
2024-11-03,SKU-100444,East,29.0,130.0,0,0,0,0.22,2024,11,4,44,6,2024-W44,1
2025-01-28,SKU-100445,East,34.0,31.21,0,0,0,0.55,2025,1,1,5,1,2025-W05,0
2025-04-02,SKU-100446,West,45.0,94.35,0,0,0,2.05,2025,4,2,14,2,2025-W14,0
2025-01-06,SKU-100447,North,44.0,132.11,1,0,0,-2.9,2025,1,1,2,0,2025-W02,0
2024-11-24,SKU-100448,North,32.0,162.79,1,0,0,0.88,2024,11,4,47,6,2024-W47,1
2025-01-04,SKU-100449,South,37.0,31.26,1,0,0,0.52,2025,1,1,1,5,2025-W01,1
2024-09-23,SKU-100450,South,13.0,131.26,0,0,0,0.75,2024,9,3,39,0,2024-W39,0
2024-10-17,SKU-100451,South,42.0,98.8,0,0,0,-0.52,2024,10,4,42,3,2024-W42,0
2025-04-07,SKU-100452,West,64.0,183.08,0,0,0,0.1,2025,4,2,15,0,2025-W15,0
2024-09-29,SKU-100453,North,52.0,94.41,0,0,0,1.38,2024,9,3,39,6,2024-W39,1
2024-09-09,SKU-100454,North,34.0,155.95,0,0,0,0.2,2024,9,3,37,0,2024-W37,0
2024-10-30,SKU-100455,East,32.0,151.36,0,0,0,-0.49,2024,10,4,44,2,2024-W44,0
2025-01-21,SKU-100456,South,25.0,131.73,0,0,0,0.22,2025,1,1,4,1,2025-W04,0
2025-02-12,SKU-100457,East,52.0,161.42,0,0,0,-0.01,2025,2,1,7,2,2025-W07,0
2024-09-07,SKU-100458,South,38.0,99.15,0,0,0,1.08,2024,9,3,36,5,2024-W36,1
2024-11-07,SKU-100459,South,45.0,151.14,0,0,0,0.84,2024,11,4,45,3,2024-W45,0
2025-01-18,SKU-100460,West,33.0,30.66,1,0,0,1.68,2025,1,1,3,5,2025-W03,1
2025-04-21,SKU-100461,South,28.0,180.07,0,0,0,-0.26,2025,4,2,17,0,2025-W17,0
2025-01-11,SKU-100462,West,50.0,32.39,1,0,0,-0.91,2025,1,1,2,5,2025-W02,1
2024-10-13,SKU-100463,East,41.0,167.11,0,0,0,-0.97,2024,10,4,41,6,2024-W41,1
2024-12-02,SKU-100464,East,55.0,169.03,1,0,0,-0.46,2024,12,4,49,0,2024-W49,0
2024-10-06,SKU-100465,West,52.0,185.42,0,0,0,0.5,2024,10,4,40,6,2024-W40,1
2024-12-04,SKU-100466,North,47.0,100.44,1,0,0,0.7,2024,12,4,49,2,2024-W49,0
2025-04-08,SKU-100467,North,43.0,122.82,0,0,0,0.1,2025,4,2,15,1,2025-W15,0
2025-05-28,SKU-100468,East,50.0,128.49,0,0,0,-1.69,2025,5,2,22,2,2025-W22,0
2024-09-14,SKU-100469,East,62.0,43.47,0,0,0,1.1,2024,9,3,37,5,2024-W37,1
2025-03-07,SKU-100470,East,72.0,172.02,0,0,1,0.41,2025,3,1,10,4,2025-W10,0
2025-01-01,SKU-100471,North,44.0,33.61,1,0,0,0.42,2025,1,1,1,2,2025-W01,0
2024-12-09,SKU-100472,South,59.0,152.97,1,0,0,1.54,2024,12,4,50,0,2024-W50,0
2025-04-21,SKU-100473,South,26.0,131.37,0,0,0,-0.26,2025,4,2,17,0,2025-W17,0
2025-03-27,SKU-100474,North,71.0,166.12,0,0,0,-0.21,2025,3,1,13,3,2025-W13,0
2024-09-29,SKU-100475,South,27.0,31.35,0,0,0,1.58,2024,9,3,39,6,2024-W39,1
2024-10-28,SKU-100476,West,42.0,176.84,0,0,0,2.2,2024,10,4,44,0,2024-W44,0
2025-04-01,SKU-100477,East,80.0,79.37,0,0,0,1.07,2025,4,2,14,1,2025-W14,0
2024-09-25,SKU-100478,West,22.0,153.85,0,0,0,0.14,2024,9,3,39,2,2024-W39,0
2024-08-09,SKU-100479,South,64.0,97.07,0,1,0,-0.34,2024,8,3,32,4,2024-W32,0
2024-10-03,SKU-100480,West,22.0,149.81,0,0,0,0.98,2024,10,4,40,3,2024-W40,0
2025-07-06,SKU-100481,South,64.0,97.97,0,0,1,0.11,2025,7,3,27,6,2025-W27,1
2024-09-28,SKU-100482,North,25.0,148.65,0,0,0,0.28,2024,9,3,39,5,2024-W39,1
2024-09-01,SKU-100483,East,43.0,194.12,0,0,0,1.51,2024,9,3,35,6,2024-W35,1
2025-05-08,SKU-100484,North,63.0,189.91,0,0,0,1.23,2025,5,2,19,3,2025-W19,0
2024-08-08,SKU-100485,East,67.0,197.18,0,1,0,-0.39,2024,8,3,32,3,2024-W32,0
2025-06-12,SKU-100486,West,46.0,41.21,0,0,0,1.37,2025,6,2,24,3,2025-W24,0
2025-06-07,SKU-100487,East,74.0,195.17,0,0,0,0.33,2025,6,2,23,5,2025-W23,1
2025-05-20,SKU-100488,North,58.0,32.6,0,0,0,-0.43,2025,5,2,21,1,2025-W21,0
2024-07-26,SKU-100489,East,47.0,173.34,0,1,0,0.31,2024,7,3,30,4,2024-W30,0
2024-08-20,SKU-100490,South,26.0,127.23,0,1,0,-1.29,2024,8,3,34,1,2024-W34,0
2024-09-30,SKU-100491,West,41.0,33.86,0,0,0,1.58,2024,9,3,40,0,2024-W40,0
2024-12-11,SKU-100492,North,61.0,190.29,1,0,0,-0.31,2024,12,4,50,2,2024-W50,0
2025-01-16,SKU-100493,East,80.0,121.33,1,0,1,-1.26,2025,1,1,3,3,2025-W03,0
2025-01-10,SKU-100494,West,45.0,131.69,1,0,0,0.55,2025,1,1,2,4,2025-W02,0
2024-10-29,SKU-100495,West,55.0,190.67,0,0,0,2.2,2024,10,4,44,1,2024-W44,0
2025-06-01,SKU-100496,East,26.0,180.61,0,0,0,0.64,2025,6,2,22,6,2025-W22,1
2025-07-01,SKU-100497,North,52.0,177.62,0,0,0,-1.73,2025,7,3,27,1,2025-W27,0
2024-11-03,SKU-100498,East,26.0,132.41,0,0,0,-0.5,2024,11,4,44,6,2024-W44,1
2025-06-13,SKU-100499,West,75.0,72.42,0,0,0,1.89,2025,6,2,24,4,2025-W24,0
2024-11-01,SKU-100500,West,38.0,91.59,0,0,0,-0.49,2024,11,4,44,4,2024-W44,0
2024-10-11,SKU-100501,East,55.0,183.25,0,0,0,1.69,2024,10,4,41,4,2024-W41,0
2024-10-18,SKU-100502,North,36.0,32.51,0,0,0,0.71,2024,10,4,42,4,2024-W42,0
2024-10-22,SKU-100503,West,41.0,150.74,0,0,0,-0.2,2024,10,4,43,1,2024-W43,0
2025-01-09,SKU-100504,North,35.0,126.23,1,0,0,-2.9,2025,1,1,2,3,2025-W02,0
2025-01-02,SKU-100505,East,35.0,150.18,1,0,0,-0.82,2025,1,1,1,3,2025-W01,0
2025-03-30,SKU-100506,West,71.0,187.11,0,0,0,1.44,2025,3,1,13,6,2025-W13,1
2025-02-05,SKU-100507,North,24.0,147.75,0,0,0,-0.12,2025,2,1,6,2,2025-W06,0
2025-05-31,SKU-100508,North,51.0,150.86,0,0,0,-0.14,2025,5,2,22,5,2025-W22,1
2024-11-28,SKU-100509,North,28.0,126.1,1,0,0,-0.47,2024,11,4,48,3,2024-W48,0
2025-01-31,SKU-100510,South,33.0,126.91,0,0,0,0.55,2025,1,1,5,4,2025-W05,0
2025-06-13,SKU-100511,East,35.0,149.54,0,0,0,1.37,2025,6,2,24,4,2025-W24,0
2024-12-11,SKU-100512,West,55.0,193.17,1,0,0,1.54,2024,12,4,50,2,2024-W50,0
2025-03-08,SKU-100513,North,49.0,158.18,0,0,0,0.71,2025,3,1,10,5,2025-W10,1
2025-02-25,SKU-100514,North,33.0,31.84,0,0,0,0.0,2025,2,1,9,1,2025-W09,0
2025-04-19,SKU-100515,West,26.0,152.88,0,0,0,-0.18,2025,4,2,16,5,2025-W16,1
2025-04-13,SKU-100516,West,31.0,158.39,0,0,0,0.66,2025,4,2,15,6,2025-W15,1
2025-07-08,SKU-100517,West,42.0,45.22,0,0,0,-0.63,2025,7,3,28,1,2025-W28,0
