date,sku_id,region,category,units_ordered,transaction_price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend,unit_cost_usd,selling_price_usd,gross_margin_usd,margin_pct,cube_ft,volume_m3,target_service_level,stockout_penalty_usd,holding_cost_daily_usd,home_warehouse_id,home_wh_capacity,home_wh_fixed_cost_usd,home_ship_cost_usd,home_lead_time_days,home_carbon_kg_per_unit,home_lane_efficiency
2024-12-05,SKU-100106,North,PET,28.0,124.65,1,0,0,-0.89,2024,12,4,49,3,2024-W49,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-12-07,SKU-100107,South,HOME,52.0,79.25,1,0,0,0.22,2024,12,4,49,5,2024-W49,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-10,SKU-100108,South,ELECTRONICS,33.0,158.47,0,0,0,0.06,2025,3,1,11,0,2025-W11,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-27,SKU-100109,North,TOYS,32.0,154.4,0,0,0,-0.55,2025,4,2,17,6,2025-W17,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-12-03,SKU-100110,South,TOYS,44.0,163.52,1,0,0,1.45,2024,12,4,49,1,2024-W49,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-09-11,SKU-100111,South,BEAUTY,40.0,79.28,0,0,0,-3.5,2024,9,3,37,2,2024-W37,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-08-22,SKU-100112,West,ELECTRONICS,31.0,74.61,0,0,0,1.28,2024,8,3,34,3,2024-W34,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-23,SKU-100113,South,HOME,29.0,103.72,0,0,0,2.23,2025,1,1,4,3,2025-W04,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-31,SKU-100114,North,ELECTRONICS,83.0,187.94,0,0,1,-0.59,2025,3,1,14,0,2025-W14,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-03-24,SKU-100115,East,KITCHEN,89.0,153.71,0,0,0,0.1,2025,3,1,13,0,2025-W13,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-09,SKU-100116,East,ELECTRONICS,31.0,148.66,0,0,0,-1.05,2025,5,2,19,4,2025-W19,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-16,SKU-100117,West,ELECTRONICS,31.0,190.15,0,0,0,-0.44,2025,6,2,25,0,2025-W25,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-28,SKU-100118,North,PET,30.0,129.07,0,0,0,-0.97,2024,9,3,39,5,2024-W39,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-08-05,SKU-100119,North,KITCHEN,46.0,40.92,0,0,0,-0.44,2024,8,3,32,0,2024-W32,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-19,SKU-100120,East,KITCHEN,39.0,32.23,0,0,0,-1.56,2025,1,1,3,6,2025-W03,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-03,SKU-100121,West,TOYS,33.0,81.95,1,0,1,1.25,2024,12,4,49,1,2024-W49,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-04,SKU-100122,West,PET,36.0,146.05,0,0,1,-0.04,2025,5,2,18,6,2025-W18,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-08-23,SKU-100123,West,ELECTRONICS,34.0,133.18,0,0,0,1.28,2024,8,3,34,4,2024-W34,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-17,SKU-100124,South,PET,28.0,131.63,0,0,0,-0.02,2025,1,1,3,4,2025-W03,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-02-16,SKU-100125,North,HOME,63.0,78.83,0,0,0,0.39,2025,2,1,7,6,2025-W07,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-30,SKU-100126,North,ELECTRONICS,49.0,165.67,0,0,0,0.17,2025,1,1,5,3,2025-W05,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-08-08,SKU-100127,West,TOYS,54.0,196.23,0,0,0,0.35,2024,8,3,32,3,2024-W32,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-16,SKU-100128,North,TOYS,37.0,194.99,0,0,0,-1.73,2025,6,2,25,0,2025-W25,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-07-29,SKU-100129,East,BEAUTY,57.0,169.01,0,1,0,-0.09,2024,7,3,31,0,2024-W31,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-31,SKU-100130,West,ELECTRONICS,50.0,198.6,0,0,0,-0.09,2025,5,2,22,5,2025-W22,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-10,SKU-100131,West,HOME,26.0,132.35,0,0,0,0.75,2024,9,3,37,1,2024-W37,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-07-13,SKU-100132,West,ELECTRONICS,35.0,185.56,0,1,0,-0.29,2024,7,3,28,5,2024-W28,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-04-22,SKU-100133,South,KITCHEN,54.0,151.88,0,0,0,-1.57,2025,4,2,17,1,2025-W17,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-07-21,SKU-100134,East,ELECTRONICS,60.0,185.25,0,1,0,0.21,2024,7,3,29,6,2024-W29,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-16,SKU-100135,West,ELECTRONICS,40.0,190.5,0,0,0,1.38,2024,9,3,38,0,2024-W38,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-27,SKU-100136,South,PET,59.0,97.51,0,0,0,1.24,2025,5,2,22,1,2025-W22,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-30,SKU-100137,North,KITCHEN,55.0,123.21,0,0,0,0.17,2025,1,1,5,3,2025-W05,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-02,SKU-100138,East,KITCHEN,49.0,125.08,0,0,0,-0.41,2025,5,2,18,4,2025-W18,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-07-26,SKU-100139,South,TOYS,32.0,125.65,0,1,0,-0.34,2024,7,3,30,4,2024-W30,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-12,SKU-100140,North,PET,48.0,200.3,0,0,0,0.39,2025,1,1,2,6,2025-W02,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-10,SKU-100141,East,ELECTRONICS,33.0,148.57,0,0,0,-0.23,2024,10,4,41,3,2024-W41,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-07-20,SKU-100142,West,PET,40.0,160.72,0,1,0,-0.84,2024,7,3,29,5,2024-W29,1,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-24,SKU-100143,South,HOME,24.0,189.33,1,0,0,-2.9,2024,12,4,52,1,2024-W52,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-09,SKU-100144,West,ELECTRONICS,35.0,80.48,0,0,0,-0.31,2025,5,2,19,4,2025-W19,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-12,SKU-100145,South,TOYS,31.0,177.6,0,0,0,2.05,2025,5,2,20,0,2025-W20,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-01,SKU-100146,South,TOYS,49.0,189.83,0,0,0,-0.18,2024,11,4,44,4,2024-W44,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-12,SKU-100147,East,BEAUTY,57.0,31.8,1,0,0,0.88,2024,11,4,46,1,2024-W46,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-06,SKU-100148,North,ELECTRONICS,26.0,127.4,1,0,0,1.68,2025,1,1,2,0,2025-W02,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-13,SKU-100149,North,HOME,39.0,130.14,0,0,0,-0.16,2025,6,2,24,4,2025-W24,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-18,SKU-100150,East,ELECTRONICS,42.0,32.02,0,0,0,0.64,2025,5,2,20,6,2025-W20,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-21,SKU-100151,North,KITCHEN,41.0,123.27,0,0,0,-0.61,2025,4,2,17,0,2025-W17,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-08-04,SKU-100152,East,ELECTRONICS,26.0,109.24,0,1,0,1.24,2024,8,3,31,6,2024-W31,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-03-31,SKU-100153,West,ELECTRONICS,73.0,80.85,0,0,0,1.23,2025,3,1,14,0,2025-W14,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-06,SKU-100154,East,PET,55.0,157.35,0,0,0,1.1,2025,6,2,23,4,2025-W23,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-16,SKU-100155,South,KITCHEN,29.0,97.78,0,0,0,-0.91,2024,10,4,42,2,2024-W42,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-30,SKU-100156,South,KITCHEN,42.0,79.68,0,0,0,1.47,2025,4,2,18,2,2025-W18,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-06-16,SKU-100157,East,TOYS,32.0,123.02,0,0,0,-0.03,2025,6,2,25,0,2025-W25,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-07-23,SKU-100158,West,PET,31.0,80.35,0,1,0,1.8,2024,7,3,30,1,2024-W30,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-23,SKU-100159,West,ELECTRONICS,32.0,159.94,0,0,0,1.58,2025,1,1,4,3,2025-W04,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-01,SKU-100160,West,PET,45.0,76.85,1,0,0,-0.27,2025,1,1,1,2,2025-W01,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-30,SKU-100161,East,HOME,40.0,161.58,0,0,0,-0.97,2024,9,3,40,0,2024-W40,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-18,SKU-100162,North,ELECTRONICS,60.0,159.42,1,0,0,-0.82,2024,12,4,51,2,2024-W51,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-12-04,SKU-100163,East,TOYS,69.0,41.58,1,0,1,1.25,2024,12,4,49,2,2024-W49,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-08,SKU-100164,South,TOYS,33.0,30.24,0,0,0,0.13,2025,2,1,6,5,2025-W06,1,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-08,SKU-100165,North,BEAUTY,25.0,128.67,0,0,0,-0.03,2025,5,2,19,3,2025-W19,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-05,SKU-100166,East,ELECTRONICS,90.0,73.42,0,0,0,-0.36,2025,4,2,14,5,2025-W14,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-08-17,SKU-100167,North,HOME,35.0,111.51,0,0,0,-0.15,2024,8,3,33,5,2024-W33,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-31,SKU-100168,North,ELECTRONICS,46.0,198.27,0,0,0,0.14,2024,10,4,44,3,2024-W44,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-06,SKU-100169,West,KITCHEN,36.0,80.26,0,0,0,-0.36,2025,4,2,14,6,2025-W14,1,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-26,SKU-100170,North,ELECTRONICS,39.0,165.11,0,0,0,-0.47,2025,2,1,9,2,2025-W09,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-08-24,SKU-100171,South,ELECTRONICS,18.0,130.6,0,0,0,0.21,2024,8,3,34,5,2024-W34,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-10-26,SKU-100172,East,PET,59.0,168.64,0,0,0,0.84,2024,10,4,43,5,2024-W43,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-23,SKU-100173,West,KITCHEN,46.0,107.31,0,0,1,0.41,2025,2,1,8,6,2025-W08,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-10,SKU-100174,North,KITCHEN,36.0,85.92,0,0,0,-0.31,2025,5,2,19,5,2025-W19,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-25,SKU-100175,North,TOYS,48.0,186.97,0,0,0,0.04,2025,6,2,26,2,2025-W26,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-12-21,SKU-100176,South,PET,54.0,98.01,1,0,0,-0.87,2024,12,4,51,5,2024-W51,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-29,SKU-100177,South,ELECTRONICS,56.0,100.69,0,0,0,-0.43,2025,1,1,5,2,2025-W05,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-31,SKU-100178,West,PET,34.0,183.95,0,0,0,1.89,2025,5,2,22,5,2025-W22,1,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-07-12,SKU-100179,West,HOME,43.0,82.5,0,1,0,-0.31,2024,7,3,28,4,2024-W28,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-07,SKU-100180,West,ELECTRONICS,38.0,32.51,0,0,0,0.07,2025,3,1,10,4,2025-W10,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-09,SKU-100181,North,TOYS,30.0,100.95,1,0,0,-0.68,2024,12,4,50,0,2024-W50,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-11-02,SKU-100182,East,TOYS,49.0,185.43,0,0,0,-0.18,2024,11,4,44,5,2024-W44,1,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-11-11,SKU-100183,East,BEAUTY,33.0,154.93,1,0,0,1.48,2024,11,4,46,0,2024-W46,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-21,SKU-100184,West,ELECTRONICS,68.0,44.84,0,0,0,0.58,2025,2,1,8,4,2025-W08,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-09-16,SKU-100185,North,HOME,35.0,33.22,0,0,0,-0.27,2024,9,3,38,0,2024-W38,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-13,SKU-100186,South,ELECTRONICS,69.0,186.8,0,0,0,-1.75,2025,4,2,15,6,2025-W15,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-10-17,SKU-100187,West,KITCHEN,32.0,158.78,0,0,0,-0.91,2024,10,4,42,3,2024-W42,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-15,SKU-100188,North,ELECTRONICS,34.0,128.04,0,0,0,-0.97,2025,6,2,24,6,2025-W24,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-10,SKU-100189,East,ELECTRONICS,22.0,146.96,0,0,0,1.24,2025,1,1,2,4,2025-W02,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-03,SKU-100190,South,PET,69.0,74.56,0,0,0,-0.84,2025,2,1,6,0,2025-W06,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-07-27,SKU-100191,South,KITCHEN,37.0,151.58,0,1,0,0.17,2024,7,3,30,5,2024-W30,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-17,SKU-100192,South,KITCHEN,49.0,191.89,0,0,0,-1.69,2025,5,2,20,5,2025-W20,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-08,SKU-100193,South,TOYS,59.0,42.57,0,0,0,-0.43,2025,5,2,19,3,2025-W19,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-22,SKU-100194,East,PET,39.0,193.22,1,0,0,-0.87,2024,12,4,51,6,2024-W51,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-19,SKU-100195,West,ELECTRONICS,23.0,102.97,0,0,0,1.38,2024,9,3,38,3,2024-W38,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-07-16,SKU-100196,North,PET,61.0,75.23,0,1,0,-0.29,2024,7,3,29,1,2024-W29,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-09-01,SKU-100197,South,HOME,42.0,34.12,0,0,0,1.94,2024,9,3,35,6,2024-W35,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-08-28,SKU-100198,South,ELECTRONICS,18.0,110.14,0,0,0,0.42,2024,8,3,35,2,2024-W35,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-21,SKU-100199,East,TOYS,49.0,73.26,0,0,0,0.08,2025,1,1,4,1,2025-W04,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-02,SKU-100200,East,TOYS,47.0,175.24,0,0,0,1.23,2025,4,2,14,2,2025-W14,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-09-11,SKU-100201,North,BEAUTY,39.0,34.07,0,0,0,0.06,2024,9,3,37,2,2024-W37,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-31,SKU-100202,North,ELECTRONICS,62.0,77.8,0,0,0,1.37,2025,5,2,22,5,2025-W22,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-08-23,SKU-100203,East,HOME,23.0,193.34,0,0,0,-1.8,2024,8,3,34,4,2024-W34,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-08-07,SKU-100204,West,ELECTRONICS,56.0,42.04,0,1,0,-1.09,2024,8,3,32,2,2024-W32,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-27,SKU-100205,North,KITCHEN,48.0,160.28,0,0,0,0.84,2024,10,4,43,6,2024-W43,1,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-27,SKU-100206,West,ELECTRONICS,26.0,178.05,0,0,0,-0.8,2025,6,2,26,4,2025-W26,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-20,SKU-100207,North,ELECTRONICS,47.0,124.5,0,0,0,0.64,2025,5,2,21,1,2025-W21,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-14,SKU-100208,West,PET,32.0,151.55,0,0,0,-1.28,2024,10,4,42,0,2024-W42,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-20,SKU-100209,East,KITCHEN,46.0,185.18,0,0,0,-0.49,2024,10,4,42,6,2024-W42,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-04,SKU-100210,East,KITCHEN,33.0,130.17,0,0,1,-0.59,2025,4,2,14,4,2025-W14,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-13,SKU-100211,East,TOYS,30.0,121.95,1,0,0,0.39,2024,12,4,50,4,2024-W50,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-27,SKU-100212,South,PET,33.0,127.94,0,0,0,-0.8,2025,6,2,26,4,2025-W26,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-07-14,SKU-100213,East,ELECTRONICS,59.0,185.41,0,1,0,0.31,2024,7,3,28,6,2024-W28,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
